asin,brand,title,url,image,rating,reviewUrl,totalReviews,prices,name,rating,date,verified,title,subject,helpfulVotes,total_bill,tip,sex,offer days,day,time,size
B014V5XDV2,Samsung,Samsung Galaxy S6 G920v 32GB Verizon Wireless CDMA Smartphone - Gold Platinum (Renewed),https://www.amazon.com/Samsung-Galaxy-Verizon-Wireless-Smartphone/dp/B014V5XDV2,https://m.media-amazon.com/images/I/41Z9ulF4QML._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B014V5XDV2,73,$119.00 ,Mary Ann,2,10/21/2010,FALSE,Sorry I Bought It,"Others have mentioned the same problems I have with the Samsung T301G: must recharge at least every 3 days and browser key is too easy to hit accidentally. Photos grainy and that I know of, no way to download onto a computer. Yes, sometimes locks up randomly in spite of using the menu to leave it unlocked. (Can unlock by entering code 1234.) In addition, even with the loudest ring tone I can find, I can't hear it ring unless I'm in a totally quiet room--though I have no difficulty hearing my Motorola 370. Most annoying perhaps, is the fact that once you reach the name & number you want on the contact menu, you still to scroll through more options to reach ""Call"", instead of being able to just press the green button to ""Send"". And why in the world is ""Call"" not option #1 instead of #4? It's an unnecessary step. Sending a text could be simplified. Having said all of that, sound quality and volume levels are excellent when making calls. It also has an excellent system of options for being able to view and delete information for missed calls and messages. Tracfone itself? In 7 years with them, while it sometimes requires a wait (like most companies!), once you get through, they're usually able to solve the problem pretty quickly. And when my daughter hits a dead area with her AT&T phone, I hand her my Tracfone and she makes her call. (We live in Oregon, Portland area.)",,7.51,2,Male,YES,Thur,Night,2
B014Z8HDWU,Apple,"Apple iPhone 6, GSM Unlocked, 64GB - Space Gray (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-64GB/dp/B014Z8HDWU,https://m.media-amazon.com/images/I/913VoEdo-4L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3,https://www.amazon.com/product-reviews/B014Z8HDWU,622,$139.98 ,Tkk,4,1/9/2010,FALSE,Great for everyday calls,Very light in weight. (my 7 yr old can slap it in half easily) Voice is crisp and clear while talking. The speaker phone is clear but needs to be on the highest setting. The browser button is badly located. Accidentally press it couple of times. You cannot change the menu. (Menu and Browser) You can change the shortcut buttons. Fingerprints on screen of course. Easily slide opened. Limited access to the web. Tracfone locked some of its feature I believe. You cannot email of Google. It is great standard phone for making calls only.,,14.07,2.5,Male,YES,Sun,Morning,2
B01595SI9U,Samsung,Samsung Galaxy Note 4 N910a 32GB GSM Unlocked Smartphone Charcoal Black (Renewed),https://www.amazon.com/Samsung-Unlocked-Smartphone-Certified-Refurbished/dp/B01595SI9U,https://m.media-amazon.com/images/I/91SEdpvG+WL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.8,https://www.amazon.com/product-reviews/B01595SI9U,367,$151.99 ,dayhiker,2,8/31/2010,FALSE,"So-so reception, poor battery life","I replaced my Motorola w376g, with this model, as I can't get the w376g in my area anymore. I'm disappointed with the T301G. * It reception isn't as good as the motorola's. * The battery lasts only 3 days on standby * The keypad is recessed making it awkward, its taking me quite a while to get used to it * Reception comes and goes even when its strong * The camera takes grainy photos There are only a couple of things I like about the phone: * The phone's default setting has the key lock on, especially convenient because the web browser button is on the outside * Its fairly small, only a tad larger than my motorola * Good voice quality After reading all these good reviews, I wonder if I got a dud. //Edit Oct 20 I exchanged this one for another of the same model. The reception was even worse than the first one.",,13.13,2,Male,YES,Sun,Morning,2
B015FZLA8A,OnePlus,"OnePlus 2 A2005 Unlocked 4G LTE 5.5"" Smartphone, 64GB Sandstone Black (US Version – NO Warranty )",https://www.amazon.com/OnePlus-Unlocked-Smartphone-Sandstone-Version/dp/B015FZLA8A,https://m.media-amazon.com/images/I/81uzvp9M0bL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,4,https://www.amazon.com/product-reviews/B015FZLA8A,293,,otddave,3,11/22/2010,FALSE,"Bluetooth works with Ford Sync, do not count on support","Tracfone still has the best geographic coverage of the pay as you go cell phone options. I had tried a Common Cents option when I wanted to upgrade to a phone with Bluetooth capabilities to work with a newly acquired car and bought in to the Common Cents hype about lower per minute cost and the round down on partial minutes of airtime. What Common Cents does not emphasize in their advertising is that there is absolutely no roaming. If you are outside of the Sprint network coverage area the phone will not work. Just because you have a friend or acquaintance with a Sprint Contract phone that gets coverage in the areas that you travel does not ensure that a Common Cents phone will work in those areas. I subsequently upgraded my Tracfone to the Samsung t301g which did pair with my Ford Sync system and allows hand free calling. I was unable to get the contact list from the phone uploaded to the Sync system but Ford does have some free downloadable software that allows you to create a contact list on your computer and then transfer it to the vehicle via a USB data key. The phone documentation is minimal and the download available from TracFone adds very little information. The default ringtone is progressive, starts out soft and gets louder, and I doubt that anyone will hear the first two rings in a store, restaurant or car. There are several other ringtones built in and I found one that was satisfactory when the volume is adjusted upward. The call volume is also adjustable during a call and most people will probably need to set it near the maximum for use with the hands free calling options with Ford Sync. One peculiarity of the phone is that there is no provision for setting the date and time manually and the time picked up from the network is about two minutes slow. I initiated a support request via email and one week, four emails and about 2 hours spent on the phone with three ""customer support"" representatives I finally received an email confirming that there was no way to manually adjust the time, that they could do nothing about the incorrect (Compared to NIST)time, and stating that the ""issue had been addressed"", which in my opinion is not the same as the issue being resolved. While the ""Customer Support"" representative were courteous, they speak a dialect that is difficult to understand and one every call you spend at least five minutes repeating information that you provided in you initial support request and all of your previous calls and then long periods on hold as they ""check with a supervisor"" or search ""their system"" for additional information regarding your problem. In summary the phone is usable and does provide some functionality with Ford Sync systems at a reasonable price when you factor in that you get double minutes for the life of the phone. TracFone support is basically non-existent. If you are the type that reads manuals and are willing to do some internet research Tracfone provides ""as needed airtime"" at a reasonable cost. If you are the type that likes or needs some hand holding you should probably look elsewhere and if you have become dependent on a cell phone to provide the correct time you definitely need a different phone.",,17.26,2.74,Male,YES,Sun,Morning,3
B015KNMK0O,Apple,"Apple iPhone 6S, GSM Unlocked, 16GB - Space Gray (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-16GB/dp/B015KNMK0O,https://m.media-amazon.com/images/I/81NvX+grHWL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.3,https://www.amazon.com/product-reviews/B015KNMK0O,10,$139.99 ,Edward Ozimek,1,8/26/2011,FALSE,The phone from hell,"I ordered 2 of these phones for use as TracFones. Both of them had to have the SIM card replaced. One still didn't work after the card was put in place, so it took numerous customer service calls to get it going. Both phones have no voice mail features. Whenever I try to access the voice mail option, the phone won't allow me to enter. I had to place more calls to customer service and have yet to have this problem resolved. It's been nearly 3 weeks now! How much of this is the phone and how much is the service, I can't say. But since the phone is a TracFone exclusive, it all seems to tie together.",,24.55,2,Male,YES,Sun,Morning,4
B015ROR4PC,Motorola,Motorola Droid Turbo - 32GB Android Smartphone - Verizon - Gray (Renewed),https://www.amazon.com/Motorola-Droid-Turbo-Android-Smartphone/dp/B015ROR4PC,https://m.media-amazon.com/images/I/51qmSOmqU8L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B015ROR4PC,36,$99.00 ,Violets,2,3/6/2013,FALSE,No Battery,"I just received the phone and there is NO BATTERY included, although the package says it should be!??????????? What's up with that?????",,19.77,2,Male,YES,Sun,Morning,4
B015YCRZ1K,HUAWEI,"Huawei Nexus 6P Unlocked Smartphone, 64GB, US Warranty (Graphite)",https://www.amazon.com/Nexus-6P-Unlocked-Smartphone-Warranty/dp/B015YCRZ1K,https://m.media-amazon.com/images/I/81iG3Ppz-wL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.3,https://www.amazon.com/product-reviews/B015YCRZ1K,2,,Nick,4,1/7/2013,FALSE,unlike other tracfones,"it looks cool, feel good, but the menu screen is kinda questionable. hard to tell what youre doing in the menu if youre not used to it. also, it subracts .6 minutes a message when my last one only subracted .3 minutes... also, the service is questionable. i wouldn't buy this phone if you live out in the country where service is patcher...exactly where i live -.-",,29.85,5.14,Female,YES,Sun,Morning,5
B016X075F8,Samsung,Samsung Galaxy S5 SM-G900T -16GB Black + GSM Unlocked (Renewed),https://www.amazon.com/Samsung-Galaxy-SM-G900T-Unlocked-Renewed/dp/B016X075F8,https://m.media-amazon.com/images/I/81d2KSUCriL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.9,https://www.amazon.com/product-reviews/B016X075F8,309,$99.99 ,Uckoo,4,3/23/2014,FALSE,good,"You get what u paid for, more value per $ . Needed a basic phone to call n receive calls.",,48.17,5,Male,YES,Sun,Morning,6
B016X1ZXNS,Samsung,Samsung Galaxy S4 I337 16GB 4G LTE Unlocked GSM Smartphone - White (Renewed),https://www.amazon.com/Samsung-Galaxy-I337-Unlocked-Smartphone/dp/B016X1ZXNS,https://m.media-amazon.com/images/I/81suaO+v0mL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.9,https://www.amazon.com/product-reviews/B016X1ZXNS,94,$129.99 ,Yankee Lady,1,3/9/2010,FALSE,Tracfone Customer Service Issues: You deserve better!,"If you live in an area where there is any question about cell phone service....then read on before you buy a Tracfone on-line. You cannot return a phone using Tracfone on-line, you have to call them to get an RA# and then they tell you to call them to provide the Tracking number. Let me clarify....I bought my Tracfone directly...not through Amazon, so this is in no way a reflection on Amazon. Here is what it took to get RA #...4 calls/over 2 days. 2 calls were dropped by Tracfone due to volume. I waited 20 minutes on the 3rd, without reaching an agent (I had to drop). 4th call I waited 15 minutes to get an agent. Then it took another 30 minutes for them to ask all the questions. First, why I was returning the phone {phone was fine...service was 2 bars or less at home]. Then, I had to give them all my contact information (which should have popped up, because I gave them my order number). After all this effort I gasped when they told me that I had to call them with the return tracking number to ensure I got my refund. I thought that they were being nice when they gave me an unpublished number to call. Silly me, I am on my 6th dropped call due to high volume....still have not been able to get through on either line. It has been another two days of trying. Tracfone customer support is pitiful!",,25,3.75,Female,YES,Sun,Morning,4
B017UV6RBW,Samsung,Samsung Galaxy S6 Edge Plus - 32GB - Gold - T-Mobile,https://www.amazon.com/Samsung-Galaxy-S6-Edge-Plus/dp/B017UV6RBW,https://m.media-amazon.com/images/I/71DCgKTo3NL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.3,https://www.amazon.com/product-reviews/B017UV6RBW,14,,fred,5,1/16/2014,FALSE,Five Stars,great price grate seller,,13.39,2.61,Female,YES,Sun,Morning,2
B0182MA8UY,Samsung,Samsung Galaxy S6 G920T 32GB T-Mobile/GSM Unlocked Phone (Renewed) (Gold),https://www.amazon.com/Samsung-T-Mobile-Unlocked-Certified-Refurbished/dp/B0182MA8UY,https://m.media-amazon.com/images/I/41xJeR1KZyL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.9,https://www.amazon.com/product-reviews/B0182MA8UY,14,$130.00 ,robert,1,8/23/2013,FALSE,samsung t301g tracfone,"The browser not being able to be turned off is ridiculous. NEVER purchase this Samsung phone for use with tracfone or you, as I, will end up with many fewer minutes than have been purchased!!! What a SCAM.",,16.49,2,Male,YES,Sun,Morning,4
B018OMP8ES,Samsung,Samsung Galaxy Note 5 SM-N920V Gold 32GB (Verizon Wireless),https://www.amazon.com/Samsung-Galaxy-SM-N920V-Verizon-Wireless/dp/B018OMP8ES,https://m.media-amazon.com/images/I/611pE6W+X0L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B018OMP8ES,759,,caro,4,11/10/2011,FALSE,its in the middle somewhere,i like the slide and ow it kind of shrinks when you put it in your pocket because te numbers slide up. it could been better text and camera wise though. thats my honest opinion.,,21.5,3.5,Male,YES,Sun,Morning,4
B018TUJE9U,Samsung,Samsung Galaxy S6 G920A 64GB Unlocked GSM 4G LTE Octa-Core Android Smartphone w/ 16MP Camera - White,https://www.amazon.com/Samsung-Unlocked-Octa-Core-Android-Smartphone/dp/B018TUJE9U,https://m.media-amazon.com/images/I/41TCEMfBV0L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.3,https://www.amazon.com/product-reviews/B018TUJE9U,14,,happy customer,5,6/13/2013,FALSE,great deal,This is the phone I was looking for. I tried every store. It was just what i wanted and it got here fast.,,12.66,2.5,Male,YES,Sun,Morning,2
B0192TCZWA,Motorola,"Motorola DROID Turbo 2, XT1585 32GB Black, Unlocked (Verizon Wireless)",https://www.amazon.com/Motorola-Turbo-Unlocked-Verizon-Wireless/dp/B0192TCZWA,https://m.media-amazon.com/images/I/61A5YwNLaKL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.9,https://www.amazon.com/product-reviews/B0192TCZWA,342,,dominique,4,7/27/2014,FALSE,Four Stars,good,,16.21,2,Female,YES,Sun,Morning,3
B019BH7V0O,Motorola,Motorola Moto G3 Turbo Edition XT1557 4G LTE Dual SIM 16GB Factory Unlocked No Warranty Octacore Water Resistant,https://www.amazon.com/Motorola-Moto-Turbo-Unlocked-DUAL-Resistant-1-5/dp/B019BH7V0O,https://m.media-amazon.com/images/I/61FVQKp10AL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3,https://www.amazon.com/product-reviews/B019BH7V0O,3,$109.50 ,B. Gottleber,5,7/8/2009,FALSE,I love this phone!!!,"I love this phone! Samsung did a good job here. It has a calander butten to,the pic also look good. The only bad thing was it eats your air time to go on the internet. The camra buten is on the side and looks good with the phone. All around a vary good phone!",,13.81,2,Male,YES,Sun,Morning,2
